id,source_tier,publisher,title,url,retrieved_at,access_status,robots_status,terms_status,copyright_use
SRC-ABCB-HP-DECK-WALING,1,Australian Building Codes Board,Housing Provisions Part 12.3 — Attachment of framed decks and balconies using a waling plate,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/12-ancillary-provisions/part-123-attachment-framed-decks-and-balconies-external-walls-buildings-using,2026-08-16T00:00:00+10:00,public_full_text,not_checked_no_crawl,not_checked,Public construction provisions paraphrased; numerical limits remain project constraints and are not universal object defaults.
SRC-ABCB-HP-EARTHWORKS,1,Australian Building Codes Board,ABCB Housing Provisions Part 3.2 — Earthworks,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/3-site-preparation/part-32-earthworks,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Used to identify cut-and-fill site elements; requirements are not reproduced as tool rules.
SRC-ABCB-HP-ELECTRICAL-SERVICES,1,Australian Building Codes Board,ABCB Housing Provisions Part 13.7 — Services,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/13-energy-efficiency/part-137-services,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Used for the national artificial-lighting energy path and the physical scope of fixed lighting; provisions are paraphrased and numerical limits are not made object geometry.
SRC-ABCB-HP-ELECTRICAL-SERVICES-NSW,1,Australian Building Codes Board,ABCB Housing Provisions NSW variation — Part 13.7 Services,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/5-new-south-wales/137-services,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Used only to preserve the jurisdictional variation affecting the national artificial-lighting provision.
SRC-ABCB-HP-EXTERNAL-GLAZING,1,Australian Building Codes Board,Housing Provisions Part 13.3 — External glazing,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/13-energy-efficiency/part-133-external-glazing,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,External-glazing and shading component families paraphrased; energy calculations and numeric tables are not reproduced.
SRC-ABCB-HP-FACILITIES,1,Australian Building Codes Board,Housing Provisions Part 10.4 — Facilities,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/10-health-and-amenity/part-104-facilities,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public NCC facilities provisions paraphrased; plumbing, gas, electrical, sanitation and local approval requirements remain separate."
SRC-ABCB-HP-FIRE-PROTECTION-SEPARATING,1,Australian Building Codes Board,Housing Provisions Part 9.3 — Fire protection of separating walls and floors,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/9-fire-safety/part-93-fire-protection-separating-walls-and-floors,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public regulatory assembly and interface concepts paraphrased; tested-system limits and numeric installation rules remain regulatory or authorised-source inputs.
SRC-ABCB-HP-FIRE-SEPARATION-EXTERNAL,1,Australian Building Codes Board,Housing Provisions Part 9.2 — Fire separation of external walls,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/9-fire-safety/part-92-fire-separation-external-walls,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public regulatory object families and geometric relationships paraphrased; distances and construction requirements remain versioned rule metadata.
SRC-ABCB-HP-FOOTINGS,1,Australian Building Codes Board,"ABCB Housing Provisions Part 4.2 — Footings, slabs and associated elements",https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/4-footings-and-slabs/part-42-footings-slabs-and-associated-elements,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Used to identify fill, footing, slab, reinforcement and membrane objects and verified clause relationships."
SRC-ABCB-HP-FOOTINGS-SCOPE,1,Australian Building Codes Board,ABCB Housing Provisions Part 4.1 — Footings and slabs scope and terminology,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/4-footings-and-slabs/part-41-scope-and-application-section-4,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Used for labelled footing-and-slab member concepts; definitions are original paraphrases.
SRC-ABCB-HP-FRAMING-SCOPE,1,Australian Building Codes Board,ABCB Housing Provisions Part 6.1 Scope and application of Section 6,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/6-framing/part-61-scope-and-application-section-6,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Used to verify that detailed timber framing is called up through NCC Volume Two H1D6.
SRC-ABCB-HP-GARAGE-TOP-FIRE,1,Australian Building Codes Board,Housing Provisions Part 9.4 — Fire protection of garage top dwellings,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/9-fire-safety/part-94-fire-protection-garage-top-dwellings,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public wall, floor, ceiling and supporting-element concepts paraphrased; jurisdictional variants and ratings remain rule metadata."
SRC-ABCB-HP-GLASS,1,Australian Building Codes Board,Housing Provisions Part 8.3 — Glass,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/8-glazing/part-83-glass,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Glass families, support conditions and assembly components paraphrased; sizing tables and engineering calculations are not encoded."
SRC-ABCB-HP-GLAZING-IMPACT,1,Australian Building Codes Board,Housing Provisions Part 8.4 — Glazing human impact,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/8-glazing/part-84-glazing-human-impact,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Physical glazing, marking and protective-member types paraphrased; dimensional limits and tables are not universalized into object defaults."
SRC-ABCB-HP-GLAZING-SCOPE,1,Australian Building Codes Board,Housing Provisions Part 8.1 — Scope and application of glazing provisions,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/8-glazing/part-81-scope-and-application-section-8,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Scope and object-family distinctions paraphrased; no tables or figures reproduced.
SRC-ABCB-HP-GUTTERS-DOWNPIPES,1,Australian Building Codes Board,Housing Provisions Part 7.4 — Gutters and downpipes,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/7-roof-and-wall-cladding/part-74-gutters-and-downpipes,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Gutter, downpipe, support and overflow object families paraphrased; rainfall, sizing and capacity tables are not reproduced."
SRC-ABCB-HP-HEATING-APPLIANCES,1,Australian Building Codes Board,"Housing Provisions Part 12.4 — Heating appliances, fireplaces, chimneys and flues",https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/12-ancillary-provisions/part-124-heating-appliances-fireplaces-chimneys-and-flues,2026-08-16T00:00:00+10:00,public_full_text,not_checked_no_crawl,not_checked,Public construction provisions and figures paraphrased; tested appliance clearances and installation instructions remain selected-system evidence.
SRC-ABCB-HP-LIGHT,1,Australian Building Codes Board,Housing Provisions Part 10.5 — Light,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/10-health-and-amenity/part-105-light,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public NCC lighting provisions paraphrased; area calculations and performance results are not copied into physical objects.
SRC-ABCB-HP-MASONRY-COMPONENTS,1,Australian Building Codes Board,ABCB Housing Provisions Part 5.6 — Masonry components and accessories,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/5-masonry/part-56-masonry-components-and-accessories,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Regulatory concepts paraphrased; recipes, dimensions and tables are not reproduced."
SRC-ABCB-HP-MASONRY-PIERS,1,Australian Building Codes Board,ABCB Housing Provisions Part 5.5 — Isolated piers,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/5-masonry/part-55-isolated-piers,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory concepts paraphrased; dimensions and tables are not encoded as universal object properties.
SRC-ABCB-HP-MASONRY-SCOPE,1,Australian Building Codes Board,ABCB Housing Provisions Part 5.1 — Scope and application of Section 5,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/5-masonry/part-51-scope-and-application-section-5,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory concepts paraphrased; clause text not reproduced.
SRC-ABCB-HP-MASONRY-VENEER,1,Australian Building Codes Board,ABCB Housing Provisions Part 5.2 — Masonry veneer,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/5-masonry/part-52-masonry-veneer,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory concepts paraphrased; dimensions and tables are not encoded as universal object properties.
SRC-ABCB-HP-MASONRY-WEATHERPROOFING,1,Australian Building Codes Board,ABCB Housing Provisions Part 5.7 — Weatherproofing of masonry,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/5-masonry/part-57-weatherproofing-masonry,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory concepts paraphrased; dimensions and tables are not encoded as universal object properties.
SRC-ABCB-HP-MECHANICAL-SERVICES,1,Australian Building Codes Board,ABCB Housing Provisions Part 13.7 — Services: hydronic piping and heating and cooling ductwork,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/13-energy-efficiency/part-137-services,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Hydronic-pipe insulation, duct insulation, duct sealing and service-control requirements paraphrased; numerical requirements remain clause data rather than default object dimensions."
SRC-ABCB-HP-REFERENCED-DOCS,1,Australian Building Codes Board,ABCB Housing Provisions — Schedule 2 Referenced documents,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/2-referenced-documents/referenced-documents,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Standard number, date, title and NCC reference metadata only."
SRC-ABCB-HP-ROOF-SECTION,1,Australian Building Codes Board,Housing Provisions Part 7.1 — Scope and application of Section 7,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/7-roof-and-wall-cladding/part-71-scope-and-application-section-7,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Section scope paraphrased; no tables, figures or prescriptive text reproduced."
SRC-ABCB-HP-ROOF-TILES,1,Australian Building Codes Board,Housing Provisions Part 7.3 — Roof tiles and shingles,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/7-roof-and-wall-cladding/part-73-roof-tiles-and-shingles,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Tile, capping, fixing, flashing, sarking and anti-ponding concepts paraphrased; numeric requirements and figures are not reproduced."
SRC-ABCB-HP-ROOM-HEIGHTS,1,Australian Building Codes Board,Housing Provisions Part 10.3 — Room heights,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/10-health-and-amenity/part-103-room-heights,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public NCC provisions paraphrased; exact measurements and jurisdiction variations remain current-code inputs.
SRC-ABCB-HP-ROOM-VENTILATION,1,Australian Building Codes Board,Housing Provisions Part 10.6 — Ventilation,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/10-health-and-amenity/part-106-ventilation,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public room-ventilation routes paraphrased; opening-area and mechanical-design requirements remain regulatory inputs.
SRC-ABCB-HP-SHEET-ROOFING,1,Australian Building Codes Board,Housing Provisions Part 7.2 — Sheet roofing,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/7-roof-and-wall-cladding/part-72-sheet-roofing,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Physical sheets, fixings, laps, flashings, cappings and penetration concepts paraphrased; numeric tables and figures are not reproduced."
SRC-ABCB-HP-SINGLE-LEAF-MASONRY,1,Australian Building Codes Board,ABCB Housing Provisions Part 5.4 — Unreinforced single-leaf masonry,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/5-masonry/part-54-unreinforced-single-leaf-masonry,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory concepts paraphrased; dimensions and tables are not encoded as universal object properties.
SRC-ABCB-HP-SITE-DRAINAGE,1,Australian Building Codes Board,ABCB Housing Provisions Part 3.3 — Drainage,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/3-site-preparation/part-33-drainage,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Used to identify physical drainage systems and components; concepts are paraphrased.
SRC-ABCB-HP-SITE-SCOPE,1,Australian Building Codes Board,ABCB Housing Provisions Part 3.1 — Site preparation scope,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/3-site-preparation/part-31-scope-and-application-section-3,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Used for regulatory scope and clause metadata; concepts are paraphrased.
SRC-ABCB-HP-SMOKE-ALARMS,1,Australian Building Codes Board,Housing Provisions Part 9.5 — Smoke alarms and evacuation lighting,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/9-fire-safety/part-95-smoke-alarms-and-evacuation-lighting,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public alarm, location and evacuation-lighting requirements paraphrased; jurisdictional variations are not collapsed into one national product rule."
SRC-ABCB-HP-SOUND-INSULATION,1,Australian Building Codes Board,Housing Provisions Part 10.7 — Sound insulation,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/10-health-and-amenity/part-107-sound-insulation,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public NCC construction provisions paraphrased; exact prescriptive dimensions and acoustic ratings remain versioned compliance data.
SRC-ABCB-HP-STAIR-RAMP,1,Australian Building Codes Board,Housing Provisions Part 11.2 — Stairway and ramp construction,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/11-safe-movement-and-access/part-112-stairway-and-ramp-construction,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Stair, ramp, landing, threshold and slip-treatment object roles paraphrased; tables, dimensions and measurement rules remain authoritative-source constraints."
SRC-ABCB-HP-STRUCTURAL,1,Australian Building Codes Board,ABCB Housing Provisions Part 2.2 Structural provisions,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/2-structure/part-22-structural-provisions,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Used for the structural reference chain, not copied requirements."
SRC-ABCB-HP-STRUCTURAL-STEEL,1,Australian Building Codes Board,Housing Provisions Part 6.3 — Structural steel members,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/6-framing/part-63-structural-steel-members,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Physical member roles, connection families, bearing, penetration and corrosion-protection concepts paraphrased; tables, figures and prescriptive values are not reproduced."
SRC-ABCB-HP-SUBFLOOR-VENTILATION,1,Australian Building Codes Board,Housing Provisions Part 6.2 — Subfloor ventilation,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/6-framing/part-62-subfloor-ventilation,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public subfloor-space and cross-ventilation concepts paraphrased; climatic-zone areas and clearance tables remain versioned rule data.
SRC-ABCB-HP-TERMITE,1,Australian Building Codes Board,ABCB Housing Provisions Part 3.4 — Termite risk management,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/3-site-preparation/part-34-termite-risk-management,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Used to identify termite-management assemblies, generic component classes and the durable notice."
SRC-ABCB-HP-THERMAL-FABRIC,1,Australian Building Codes Board,Housing Provisions Part 13.2 — Building fabric,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/13-energy-efficiency/part-132-building-fabric,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public insulation, continuity and thermal-break concepts paraphrased; R-values, tables and calculation methods are not converted into universal defaults."
SRC-ABCB-HP-WALL-CLADDING,1,Australian Building Codes Board,Housing Provisions Part 7.5 — Timber and composite wall cladding,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/7-roof-and-wall-cladding/part-75-timber-and-composite-wall-cladding,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Physical cladding families, profiles, fixings, supports, flashings, clearances and cappings paraphrased; numeric tables and figures are not reproduced."
SRC-ABCB-HP-WET-AREA-WATERPROOFING,1,Australian Building Codes Board,Housing Provisions Part 10.2 — Wet area waterproofing,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/10-health-and-amenity/part-102-wet-area-waterproofing,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Physical systems, substrates, surface materials, junctions, drains and shower or bath components paraphrased; numeric requirements remain regulatory metadata rather than universal object dimensions."
SRC-ABCB-HP-WINDOW-PROTECTION,1,Australian Building Codes Board,Housing Provisions Part 11.3 — Protection of openable windows,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/11-safe-movement-and-access/part-113-barriers-and-handrails,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Physical restrictor, screen, release-mechanism and barrier types paraphrased; threshold dimensions and force rules remain project constraints."
SRC-ABCB-HP-WINDOWS-DOORS,1,Australian Building Codes Board,Housing Provisions Part 8.2 — Windows and external glazed doors,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/8-glazing/part-82-windows-and-external-glazed-doors,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Installation components and physical relationships paraphrased; explanatory dimensions are retained only as project checks, not universal object geometry."
SRC-ABCB-LEAD-FREE-PLUMBING,1,Australian Building Codes Board,Lead free plumbing products,https://www.abcb.gov.au/ncc-navigator/lead-free-plumbing-products,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory transition and marking metadata paraphrased.
SRC-ABCB-LIVABLE-HOUSING-HANDBOOK,1,Australian Building Codes Board,ABCB Livable Housing Design Handbook 2022 version 1.1,https://www.abcb.gov.au/sites/default/files/resources/2023/Livable-Housing-Design-handbook-2022-1.1.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,Public explanatory guidance paraphrased; the NCC and ABCB Standard remain controlling and illustrated layouts are not copied.
SRC-ABCB-LIVABLE-HOUSING-STANDARD,1,Australian Building Codes Board,ABCB Standard for Livable Housing Design 2022 version 1.3,https://www.abcb.gov.au/sites/default/files/resources/2023/Livable-Housing-Design-Standard-2022-1.3.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,Public ABCB referenced standard used under its stated licence; physical construction and measurement concepts paraphrased without reproducing figures as derivative artwork.
SRC-ABCB-METAL-WALL-CLADDING-GUIDANCE,1,Australian Building Codes Board,Use of AS 1562.1 for metal wall cladding panel systems,https://ncc.abcb.gov.au/news/2023/use-15621-demonstrating-weatherproofing-compliance-metal-wall-cladding-panel-systems,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory scope distinction paraphrased; no standard content is reproduced.
SRC-ABCB-NCC-AMENDMENT-2,1,Australian Building Codes Board,NCC 2022 Amendment 2,https://ncc.abcb.gov.au/sites/default/files/resources/2025/NCC%202022%20Amdt%202_0.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,Used to verify the effective Schedule 2 reference to AS 1428.1:2021.
SRC-ABCB-NCC-EDITIONS,1,Australian Building Codes Board,Editions of the National Construction Code,https://ncc.abcb.gov.au/editions-national-construction-code,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Edition metadata only.
SRC-ABCB-NT-HP-SOUND-INSULATION,1,Australian Building Codes Board / Northern Territory,Northern Territory Housing Provisions Part 10.7 — Sound insulation,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions/6-northern-territory/107-sound-insulation,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public jurisdiction variation paraphrased; current NT legislation, edition and approval path remain controlling."
SRC-ABCB-PRIVATE-BUSHFIRE-SHELTER-STANDARD,1,Australian Building Codes Board,Performance Standard for Private Bushfire Shelters,https://ncc.abcb.gov.au/sites/default/files/resources/2022/Performance-standard-private-bushfire-shelters.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,Public performance guidance paraphrased; the catalogue does not provide a prescriptive compliant shelter design.
SRC-ABCB-SANITARY-COMPARTMENT-DOORS,1,Australian Building Codes Board,Construction of sanitary compartments,https://ncc.abcb.gov.au/news/2019/construction-sanitary-compartments,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public explanatory guidance paraphrased; the adopted NCC and project jurisdiction remain controlling.
SRC-ABCB-SOUND-HANDBOOK-2022,1,Australian Building Codes Board,Sound transmission and insulation in buildings handbook — NCC 2022,https://ncc.abcb.gov.au/sites/default/files/resources/2024/sound-transmission-handbook-2022-Final-06-2024.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Public ABCB handbook used for original object extraction and plain-English coordination guidance; figures, tables and extended text are not reproduced."
SRC-ABCB-STAIRS-BARRIERS-FAQ,1,Australian Building Codes Board,"Stairways, barriers and handrails — NCC frequently asked questions",https://ncc.abcb.gov.au/faq/stairways-barriers-and-handrails,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public ABCB explanatory answers paraphrased; the NCC and project approvals remain controlling.
SRC-ABCB-THERMAL-BRIDGING-GUIDE,1,Australian Building Codes Board,Understanding the NCC — Thermal bridging in residential buildings,https://ncc.abcb.gov.au/sites/default/files/resources/2024/UTNCC%20Thermal-bridging-residential-buildings-NCC%202022.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,Public explanatory guidance paraphrased; calculation methods and prescribed values remain authoritative rule inputs.
SRC-ABCB-V2-A5-PAINTING-BOUNDARY,1,Australian Building Codes Board,NCC Volume Two Part A5 — documentation boundary for painting,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/volume-two/a-governing-requirements/part-a5-documentation-design-and-construction,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public regulatory boundary paraphrased; no NCC clause text is reproduced.
SRC-ABCB-V2-H1-FRAMING,1,Australian Building Codes Board,NCC Volume Two Part H1 — H1D6 Framing,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/volume-two/h-class-1-and-10-buildings/part-h1-structure,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulatory pathways and framing families paraphrased; design tables and figures are not reproduced.
SRC-ABCB-V2-H1-GLAZING,1,Australian Building Codes Board,NCC Volume Two H1D8 — Glazing,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/volume-two/h-class-1-and-10-buildings/part-h1-structure,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Regulatory pathways, covered assembly families and scope exclusions paraphrased; licensed standards are not reproduced."
SRC-ABCB-V2-H1-PARTICLEBOARD-FLOORING,1,Australian Building Codes Board,NCC Volume Two Part H1 — particleboard structural flooring path,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/volume-two/h-class-1-and-10-buildings/part-h1-structure,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,The public NCC reference path is paraphrased; licensed standards content and project design values are not reproduced.
